"predSpecific","predOportunistic","convRateRatio","catchProbaRatio","preyOffspRatio","maxConsRatio","replicatesNb","prey1densBeforeMean","prey1densBeforeMax","prey1densBeforeMin","prey2densBeforeMean","prey2densBeforeMax","prey2densBeforeMin","prey1growthBeforeMean","prey1growthBeforeMax","prey1growthBeforeMin","prey2growthBeforeMean","prey2growthBeforeMax","prey2growthBeforeMin","prey1densAfterMean","prey1densAfterMax","prey1densAfterMin","prey2densAfterMean","prey2densAfterMax","prey2densAfterMin","predatorDensMean","predatorDensMax","predatorDensMin","prey1growthAfterMean","prey1growthAfterMax","prey1growthAfterMin","prey2growthAfterMean","prey2growthAfterMax","prey2growthAfterMin","predatorGrowthMean","predatorGrowthMax","predatorGrowthMin","prey1catchesMean","prey1catchesMax","prey1catchesMin","prey2catchesMean","prey2catchesMax","prey2catchesMin"
0,1,3,1,1,1,20,503.32,507,501,502.45,506.65,499.4,6.34503434976448e-05,0.0110413419417315,-0.0067802337615622,0.000354761068375092,0.0120636935886412,-0.0101132652075819,249.465384615385,386.45,137.75,245.009615384615,390.15,131.8,214.640384615385,398.8,83.25,0.0166969289352905,0.216738296824261,-0.193193673930617,0.0182420666861066,0.23410804627001,-0.187968732125132,0.0128337887659591,0.297089431521731,-0.270046781359246,3.28269230769231,6.35,1.25,3.06923076923077,6.25,1.2
0,1,5,1,1,1,3,505.5,515.333333333333,495,501.233333333333,509.666666666667,485.666666666667,0.00424842729752562,0.0501177538141519,-0.0274601792189962,0.00389921891786053,0.0489681575613386,-0.0236933191480133,262.025641025641,490.333333333333,24.6666666666667,268.705128205128,490.666666666667,26.3333333333333,249.576923076923,826.333333333333,7,0.00795884368054187,0.395268568677019,-0.425747508305648,0.0162193128403812,0.487162931230728,-0.426703071173941,0.130411824839811,0.733769063180828,-0.508055235903337,2.25641025641026,8,0,2.25641025641026,8.33333333333333,0
1,0,1.1,1,1,1,20,503.08,507.05,500.1,501.94,507.15,496.05,0.00021397805043827,0.0138986933463611,-0.00601471987599907,-0.000622756513581913,0.0121811313605998,-0.0213613890461145,406.605769230769,415.75,399.3,410.444230769231,419.3,406.3,123.338461538462,127.9,118.05,0.000554714962103162,0.0128510186246842,-0.01729798308793,0.000187129955013183,0.0139124580790891,-0.0166442860839416,0.00507335932449864,0.0418064621309989,-0.0491585167199151,4.9,5.8,4.1,4.95769230769231,5.65,4.15
1,0,1.5,1,1,1,20,502.405,507.55,497,502.84,507.8,498.6,0.000183381381145297,0.015829223637594,-0.0169986116088499,0.00157256616661623,0.0140882669794575,-0.00493301686433184,337.521153846154,345.15,329.6,349.925,361.5,341.5,183.175,189.95,176.4,0.00139059726136515,0.0254881810167018,-0.0164550420684743,0.00196780996020198,0.0279893325824392,-0.0117353009958398,0.00474908250135009,0.0487727000750266,-0.0258035250032852,5.89230769230769,7.65,4.85,5.78076923076923,7.25,4.6
1,0,2,1,1,1,20,502.91,508.95,497.75,502.25,504.65,499.6,0.00190195540897021,0.0220857038364843,-0.0106563486503225,0.000384057578212887,0.00532513688365793,-0.00804731036449412,282.819230769231,335.25,202.2,296.990384615385,363.95,211.65,209.825,300.05,140,0.015980262507515,0.128440126009834,-0.0923376137868877,0.0136593030784377,0.112482506181782,-0.092761729612567,0.0381978245581706,0.158596435585606,-0.146621611678601,4.82307692307692,6.5,2.95,4.95384615384615,7.25,3.3
1,0,2.5,1,1,1,20,501.84,510.2,495.65,502.955,506.7,498.15,0.000225511519282064,0.0167208418823836,-0.0144810637444914,-0.00050179425688778,0.00617557765222049,-0.0122236395626072,264.584615384615,338.1,192.5,277.069230769231,346.8,206.4,205.259615384615,296.5,132.15,0.0341296145852766,0.127018185174545,-0.0979618439370731,0.0314576922841979,0.125579516632753,-0.0823151006262462,0.026158400181779,0.18459440353613,-0.102785762503246,4.03076923076923,5.85,2.55,4.22307692307692,6.3,2.5
1,0,3,1,1,1,20,503.355,507.6,499.9,502.15,504.55,498.75,0.00176182087075853,0.00773146201990759,-0.00489874110714927,-0.00026661916797857,0.0081550985391063,-0.0118513774111847,230.469230769231,368.7,124.65,249.248076923077,387.9,139.65,223.653846153846,366.5,88.55,0.0130629325285869,0.209838794758754,-0.171024149409606,0.0137568279812437,0.176695977118376,-0.178684379706226,0.00859795600442378,0.347960524203356,-0.241663986619831,3.35384615384615,6,1.1,3.49038461538462,6.65,1.3
1,0,5,1,1,1,7,501.342857142857,507.571428571429,491.857142857143,503.9,513.571428571429,494.428571428571,0.000428649770607024,0.0135782224172087,-0.0296802433530367,0.00315007154333815,0.0206260077940816,-0.0220352610663324,252.708791208791,446.714285714286,90,280.928571428571,484.714285714286,90.4285714285714,211.725274725275,665.714285714286,12.4285714285714,0.0438585424730809,0.392550898172223,-0.364579516805222,0.00872276043052603,0.379748197717491,-0.363010955852628,0.1059943389751,0.570618283545302,-0.417033842149049,2.08241758241758,6.71428571428571,0,1.98901098901099,7.42857142857143,0
0,0,1,1,1,1,10,502.77,508.6,495.5,502.54,508.4,494.1,-0.000276581048037956,0.0107036412846651,-0.0249749700512011,0.0020370637834616,0.0185100403131684,-0.0126016493217342,415.826923076923,427.2,405,413.276923076923,419.6,403.7,119.230769230769,127.1,108.3,-0.000193579526548371,0.0288386314002584,-0.0195876723398658,0.00127139578295919,0.0338094872179309,-0.0220827148081532,0.00311411337429399,0.0890013277299324,-0.0389267879054157,4.84615384615385,6.3,3.6,4.60384615384615,5.8,3.4
1,0,1,1,1,1,20,502.705,510.1,498.4,502.755,506.95,498.5,-0.000738819893369348,0.0146465756412755,-0.0186088578091858,-3.75809992644562e-05,0.0163731763083853,-0.0123918820186697,408.042307692308,416.55,397.75,414.251923076923,420.55,407.7,121.559615384615,125.5,116.65,0.00174511916625613,0.0196128955475523,-0.0209364911678281,0.00191044726418871,0.0219000316202522,-0.0273349652521687,0.00386617923772568,0.0325254181093524,-0.0367200738086266,4.83653846153846,6.1,3.4,4.76346153846154,5.6,3.95
